POSTAL_CODE,CODE,YEAR,CITY,TITLE
IT-42,SEEA,2022-1,MANAROLA,LE CINQUE TERRE
IT-45,SEAL,2018-1,RICCIONE,RICCIONECONVEGNO FILATELICO NUMISMATICO
IT-45,SEBE,2019-1,BOLOGNA,BOLOGNA - LA FONTANA DEL NETTUNO
IT-45,SEBJ,2019-1,FERRARA,FERRARACASTELLO ESTENSE
IT-45,SECQ,2020-2,IMOLA,GP DELL'EMILIA ROMAGNA
IT-45,SECQ,2020-3,MISANO ADRIATICO,GP SAN MARINO E DELLA RIEVIERA DI RIMINI
IT-45,SECQ,2021-5,IMOLA,GP DELL'EMILIA ROMAGNA
IT-45,SECQ,2021-7,MISANO ADRIATICO,GP SAN MARINO E DELLA RIEVIERA DI RIMINI
IT-45,SEDB,2021-1,RAVENNA,DANTE ALIGHIERI
IT-45,SEDB,2025-2,RAVENNA,DANTE ALIGHIERI
IT-45,SEDS,2021-1,BOLOGNA,BOLOGNA
IT-45,SEDS,2023-2,BOLOGNA,BOLOGNA
IT-52,SEBB,2019-1,SIENA,SIENA
IT-52,SEBD,2022-2,VINCI,LEONARDO DA VINCI
IT-52,SEBD,2025-3,VINCI,LEONARDO DA VINCI1452 1519
IT-52,SEBM,2019-1,PISA,PISA
IT-52,SEBM,2022-2,PISA,PISA
IT-52,SEBM,2025-3,PISA,PISA
IT-52,SEBR,2019-1,FIRENZE,FIRENZEIL PONTE VECCHIO
IT-52,SECD,2020-1,PISA,GALILEO GALILEII PERSONAGGI CHE HANNO FATTO LA STORIA
IT-52,SECQ,2020-4,SCARPERIA E SAN PIERO,GP TOSCANA
IT-52,SECQ,2021-8,SCARPERIA E SAN PIERO,GP ITALY
IT-52,SECS,2020-1,FIRENZE,FIRENZEPIAZZA DEL DUOMO
IT-52,SECS,2023-2,FIRENZE,FIRENZE
IT-52,SECS,2023-3,FIRENZE,FIRENZE - DAVID DI MICHELANGELO
IT-55,SEBW,2019-1,ASSISI,ASSISIBASILICA DE SAN FRANCESCO
IT-57,SECL,2020-1,URBINO,RAFFAELLO SANZIOI PERSONAGGI CHE HANNO FATTO LA STORIA
IT-62,SEBZ,2020-1,CIVITA DI BAGNOREGIO,CIVITA DI BAGNOREGIO
IT-62,SECC,2020-1,ROMA,GAIO GIULIO CESAREI PERSONAGGI CHE HANNO FATTO LA STORIA
IT-62,SEDQ,2024-1,ROMA,ROMACOLOSSEO
IT-62,SEDQ,2025-2,ROMA,ROMACOLOSSEO
IT-62,SEDR,2021-1,ROMA,CASTEL SANT'ANGELOMAUSOLEO DI ADRIANO
IT-62,SEDX,2022-1,ROMA,MILITE IGNOTO
IT-62,SEEC,2022-1,ROMA,PANTHEON
IT-62,SEEG,2022-1,ROMA,ROMA - PIAZZA DI SPAGNIA
IT-62,SEEJ,2022-1,ROMA,ROMA - FONTANA DI TREVI
IT-62,SEFF,2025-4,ROME,ROMA
IT-62,SENX,2017-1,ROMA,ROMAPANTHEON
IT-65,SEEX,2023-1,MONTESILVANO,MUSEO DEL TRENO MONTESILVANO (PE)
IT-72,SEBH,2019-1,POMPEI,POMPEI NAPOLI
IT-72,SECA,2020-1,NAPOLI,NAPOLIMASCHIO ANGIOINO
IT-72,SECN,2020-1,NAPOLI,PIZZA E MOZZARELLA - CAMPANIA
IT-72,SEDC,2021-1,NAPOLI,160° ANNIVERSARIO DELL'UNITÀ D'ITALIA
IT-72,SEDL,2021-1,NAPOLI,#DIEGO 1960 - 2020
IT-72,SEDL,2022-2,NAPOLI,#DIEGO 1960-2020
IT-72,SEDL,2023-3,NAPOLI,#DIEGO 1960-2020
IT-72,SEDL,2025-4,NAPOLI,#DIEGO 1960-2020
IT-72,SEDS,2021-1,CASERTA,REGGIA DI CASERTA
IT-72,SEEU,2023-1,NAPOLI,NAPOLI
IT-72,SEFH,2024-1,PIGNATARO MAGGIORE,CARTAMONETA.COM
IT-72,SEFK,2024-1,NAPOLI,IMPERATORE
IT-75,SEBT,2019-1,ALBEROBELLO,I TRULLI DI ALBEROBELLO
IT-75,SECN,2022-7,--,PUGLIA
IT-75,SECU,2020-1,SAN GIOVANNI ROTONDO,SAN PIO DA PIETRELCINA
IT-78,SECN,2021-3,REGIO DI CALABRIA,CALABRIA
IT-78,SEEN,2022-1,TROPEA,TROPEA
IT-82,SECB,2020-1,AGRIGENTO,LA VALLE DEI TEMPLIAGRIGENTO
IT-82,SECN,2022-8,--,SICILIA
IT-82,SECN,2023-9,--,PIEMONTE
IT-82,SEEV,2023-1,TAORMINA,TAORMINA
JO-MN,JRAA,2023-1,PETRA,JORDAN - PETRA
JP-01,JPAA,2018-1,-,"MOUNT FUJI, JAPAN"
KH-0,KHAA,2021-2,SIEM-REAP,ANGKOR WAT
KW-KU,KWAB,2022-1,KOWEIT-CITY,KING SABAH AL SALIM AL SABAH
KW-KU,KWAC,2024-1,KOWEÏT-CITY,[TITRE EN ARABE]
LB-BA,LBAA,2022-1,BEYROUTH,LEBANON - BEIRUT
LT-KU,LTAB,2018-1,KAUNAS,KAUNAS
LT-VL,LTAA,2018-1,VILNIUS,VILNIUS
LT-VL,LTAC,2018-1,TRAKAI,TRAKAI
LT-VL,LTDA,2018-1,VILNIUS,VILNIUSLIETUVOS SOSTINÄ
LU-LU,REAA,2019-1,LUXEMBOURG-VILLE,PONT ADOLPHE - LUXEMBOURG
LU-LU,REAA,2023-1,LUXEMBOURG-VILLE,PONT ADOLPHE - LUXEMBOURG
LU-LU,REAA,2024-1,LUXEMBOURG-VILLE,PONT ADOLPHE - LUXEMBOURG
LU-LU,ZEAU,2019-1,LUXEMBOURG,VILLE DE LUXEMBOURG
LY-BA,LYAA,2022-1,BENGHAZI,LIBYA OMAR AL-MUKHTAR
MA-01,MAAC,2023-1,TANGER,MOROCCO - TANGIERS
MA-06,MAAB,2022-1,CASABLANCA,KING HASSAN II MOSQUE
MA-07,MAAA,2022-1,MARRAKECH,MARRAKECH
MC,UEAW,2024-1,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACO
MC,UEAW,2024-2,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACO
MC,UEAW,2024-3,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACO
MC,UEAW,2024-4,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACOMISSION POLAIRE
MC,UEAW,2025-1,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACO
MC,UEAW,2025-5,MONACO-VILLE,MUSÉE OCÉANOGRAPHIQUE DE MONACOMEDITERRANEE 2050
MC,UEFD,2019-2,MONACO-VILLE,CATHÉDRALE DE MONACO
MC,UEFD,2020-3,MONACO-VILLE,CATHÉDRALE DE MONACO
MC,UEMA,2018-1,MONACO-VILLE,MONACO - GRACE KELLY90TH BIRTH ANNIVERSARY 1929 - 2019
MC,UEQV,2024-1,MONACO,PALAIS PRINCIER DE MONACO
MC,UEQV,2025-1,MONACO,PALAIS PRINCIER DE MONACO
MM-12,MMAA,2021-1,--,KAYAN LAHWITRIBES OF THE WORLD
MT-01,FEAB,2019-1,-,MAHATMA GANDHI150TH BIRTH ANNIVERSARY
MT-01,FEAB,2023-2,-,MAHATMA GANDHI
MT-01,FEAD,2019-1,--,UNITED ARAB EMIRATESYEAR OF ZAYED 1918 - 2018
MT-01,FEAF,2019-1,-,VINTAGE TRANSPORT - MALTA BUSES
MT-14,FEBJ,2024-1,GHARB,TA PINU
MT-28,FEBA,2023-1,MARSAXLOKK,LUZZU - A TRADITIONAL MALTESE FISHING BOAT
MT-29,FEAE,2019-1,MDINA,MDINA MALTATHE SILENT CITY
MT-29,FEAP,2022-1,MDINA,MDINA CATHEDRAL & MUSEUM
MT-29,FEAW,2022-1,--,THE MALTESE FALCON
MT-29,FEBF,2024-1,--,#savethebees
MT-29,FEBG,2024-1,--,CARTOON CLASSICSWINNIE THE POOH
MT-29,FEBG,2024-2,--,CARTOON CLASSICSPETER PAN
MT-29,FEBG,2024-3,--,CARTOON CLASSICSPOPEYE THE SAILOR
MT-29,FEBG,2025-4,--,CARTOON CLASSICSALICE IN WONDERLAND
MT-31,FEAJ,2019-1,MGARR,MALTA - GOZO HARBOUR
MT-39,FEAR,2022-1,MARSA,Ä¦AL SAFLIENI HYPOGEUMWORLD HERITAGE SITE
MT-46,FEAU,2022-1,RABAT,THE ROMAN VILLADOMUS ROMANA
MT-56,FEAS,2022-1,SLIEMA,HAPPY EASTER
MT-56,FEBE,2024-1,SLIEMA,STEAMBOAT WILLIE
MT-56,FEBE,2024-2,SLIEMA,PLANE CRAZY
MT-56,FEBE,2025-3,SLIEMA,STEAMBOAT WILLIEMickey Minnie
MT-56,FEBH,2024-1,--,CINEMA CLASSICSCHARLIE CHAPLIN IN THE GOLD RUSH
MT-56,FEBH,2024-2,--,CINEMA CLASSICSTHE THREE MUSKETEERS
MT-56,FEBH,2025-3,--,CINEMA CLASSICSTHE MARK OF ZORRO
MT-56,FELH,2024-1,--,LAUREL & HARDY
MT-60,FEAA,2018-1,VALLETTA,VALLETTA MALTAEUROPEAN CAPITAL OF CULTURE 2018
MT-60,FEAA,2019-2,VALLETTA,MOTHER TERESA OF CALCUTTA1979 NOBEL PEACE PRIZE WINNER
MT-60,FEAG,2019-1,VALLETTA,CARAVAGGIO IN MALTA
MT-60,FEAH,2019-1,VALLETTA,MALTA - GRAND HARBOUR
MT-60,FEAK,2020-1,VALLETTA,GEORGE CROSS ISLAND75TH ANNIVERSARY END OF WW2
MT-60,FEAL,2020-1,VALLETTA,MERRY CHRISTMAS
MT-60,FEAM,2021-1,LA VALETTE,NAPOLEON BONAPARTEFRENCH OCCUPATION OF MALTA 1798-1800
MT-60,FEAN,2021-1A,LA VALETTE,VALLETTA CITTÀ UMILISSIMA [FAUTE]
MT-60,FEAN,2021-1B,LA VALETTE,VALLETTA CITTÀ UMILISSIMA
MT-60,FEAQ,2022-1,LA VALETTE,VALLETTA SALUTING BATTERY
MT-60,FEAT,2022-1,LA VALETTE,KNIGHTS OF MALTA
MT-60,FEAZ,2023-1,LA VALLETTE,NAPOLEON IN MALTATHE GREAT SIEGE OF 1798
MT-60,FEBB,2023-1,--,HALLOWEEN
MT-60,FEBC,2023-1,--,MERRY CHRISTMAS - JOYEUX NOËL - FROHE WEIHNACHTEN
MU-PL,MUAA,2021-2,--,DODOMAURITIUS
MX-MEX,MXAA,2021-1,MEXICO,MEXICO
NL-NB,PEAF,2019-1,WILLEMSTAD,CURAÇAO - WILLEMSTADWORLD HERITAGE
NL-NB,PEBM,2021-1,'S-HERTOGENBOSCH,'S-HERTOGENBOSCHSINT-JANSKATHEDRAAL
NL-DR,PEAT,2021-1,BORGER-ODOORN,HUNEBEDDRENTHE
NL-DR,PEAV,2025-2,ASSEN,ASSEN MOTORSPORT
NL-DR,PEBL,2021-1,BORGER-ODOORN,HUNEBEDBOUWERSTRIBES OF THE WORLD
NL-FR,PEAE,2020-2,LEMMER,NETHERLANDS - IR. D.F. WOUDAGEMAALWORLD HERITAGE
NL-FR,PECB,2023-1,TERSCHELLING,TERSCHELLINGBRANDARIS
NL-FR,PECB,2024-2,TERSCHELLING,DRENKELINGENHUISJE
NL-FR,UEPL,2022-6,TERSCHELLING,BRANDARIS
NL-GE,PEAD,2019-1,ARNHEM,MARKET GARDEN ARNHEM BRIDGE17 SEPTEMBER 1944
NL-GE,PEAX,2020-1,WAGENINGEN,75 JAAR VREDE EN VRIJHEID
NL-ZH,PEAJ,2019-1,LISSE,NETHERLANDS - KEUKENHOFTULIP FIELDS
NL-ZH,PEAJ,2019-2,LISSE,NETHERLANDS - KEUKENHOFCASTLE
NL-ZH,PEAQ,2020-1,LA HAYE,NETHERLANDS - MONDRIAAN
NL-ZH,PEAQ,2020-2,LA HAYE,NETHERLANDS - MONDRIAANAVOND; DE RODE BOOM
NL-ZH,PEAQ,2022-3,LA HAYE,PIET MONDRIAANVICTORY BOOGIE WOOGIE
NL-ZH,PEAQ,2022-4,LA HAYE,PIET MONDRIAANOOSTZIJDSE MOLEN AANHET GEIN BIJ MAANLICHT
NL-ZH,PEAR,2022-1,LA HAYE,KONINKLIJK HUWELIJKSBILJETWILLEM-ALEXANDER & MAXIMA
NL-ZH,PEAS,2020-1,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-10,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-11,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-12,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-2,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-3,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-4,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-5,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-6,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-7,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-8,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAS,2020-9,DEN HAAG,MONARCHS OF THE NETHERLANDS
NL-ZH,PEAX,2020-2,LA HAYE,75 JAAR VREDE EN VRIJHEIDHOTEL DE WERELD WAGENINGEN 5 MEI 1945
NL-ZH,PEAX,2025-1,LA HAYE,80 JAAR VREDE EN VRIJHEID
NL-ZH,PEAY,2021-1,ROTTERDAM,EUROVISION SONG CONTESTROTTERDAM 2021
NL-ZH,PEAY,2021-2,ROTTERDAM,EUROVISION SONG CONTESTJEANGU MACROOY
NL-ZH,PEAY,2021-3,ROTTERDAM,EUROVISION SONG CONTESTSTEFANIA LIBERAKAKIS
NL-ZH,PEAZ,2020-1,LA HAYE,HET WILHELMUSHET NEDERLANDSE VOLKSLIED
NL-ZH,PEBC,2020-1,--,BANKBILJET UIT HET HUWELIJKSJAAR
NL-ZH,PEBC,2021-2,--,BANKBILJET UIT HET HUWELIJKSJAAR
NL-ZH,PEBD,2020-1,--,MERRY CHRISTMAS
NL-ZH,PEBD,2021-2,--,MERRY CHRISTMAS
NL-ZH,PEBD,2022-3,--,MERRY CHRISTMAS
NL-ZH,PEBF,2021-1,DELFT,JOHANNES VERMEERMEISJE MET DE PAREL 1665-1667
NL-ZH,PEBF,2021-2,DELFT,JOHANNES VERMEERGEZICHT OP DELFT 1660-1661
NL-ZH,PEBF,2021-3,DELFT,JOHANNES VERMEERHET MELKMEISJE 1658-1661
NL-ZH,PEBF,2021-4,DELFT,JOHANNES VERMEERBRIEFLEZEND MEISJE BIJ HET VENSTER 1657-1659
NL-ZH,PEBF,2021-5,DELFT,JOHANNES VERMEERHAT STRAATJE 1657-1661
NL-ZH,PEBF,2021-6,DELFT,JOHANNES VERMEERDE ASTRNOOM 1668
NL-ZH,PEBF,2023-7,DELFT,JOHANNES VERMEERDE SCHILDERKUNST
NL-ZH,PEBF,2023-8,DELFT,JOHANNES VERMEERDE LIFTDESBRIEF
NL-ZH,PEBJ,2021-1,LA HAYE,KONINGIN MÁXIMA50 JAAR
NL-ZH,PEBJ,2021-2,LA HAYE,PRINSES AMALIA18 JAAR
NL-ZH,PEBJ,2022-3,LA HAYE,KONING WILLEM I250 JAAR
NL-ZH,PEBJ,2023-4,LA HAYE,KONING WILLEM-ALEXANDER10 JAAR KONINGSCHAP
NL-ZH,PEBJ,2023-5,LA HAYE,HET LEVEN VAN JULIANA74 JAAR KONINGIN
NL-ZH,PEBJ,2024-6,LA HAYE,PRINSES AMALIA21
NL-ZH,PEBK,2021-1,LA HAYE,NAPOLEON BONAPARTEFRENCH OCCUPATION OF THE NETHERLANDS 1810-1813
NL-ZH,PEBQ,2022-1,--,VROLIJK PASEN
NL-ZH,PEBS,2022-1,--,ERASMUS PROGRAMME1987-2022
NL-ZH,PEBS,2025-2,LA HAYE,NAVO-TOP DEN HAAG24 & 25 Juni 2025
NL-ZH,PECD,2024-2,LEYDE,100 JAAR KINDERPOSTZEGELS1924 - 2024
NL-ZH,PECF,2024-3,LA HAYE,FRANS HALSLAGENDE JONGE
NL-ZH,PECG,2024-1,--,D-DAY 1944-2024
NL-ZH,PECJ,2025-1,--,SREFIDENSI DEY50 JAAR ONAFHANKELIJKHEID SURINAME
NL-NH,PEAE,2019-1,BEEMSTER,NETHERLANDS - DE BEEMSTERWORLD HERITAGE
NL-NH,PEAG,2019-1,AMSTERDAM,NETHERLANDS - REMBRANDTDE NACHTWACHT
NL-NH,PEAG,2019-2,AMSTERDAM,NETHERLANDS - REMBRANDTHET JOODSE BRUIDJE
NL-NH,PEAG,2019-3,AMSTERDAM,NETHERLANDS - REMBRANDTDE STAALMEESTERS
NL-NH,PEAG,2019-4,AMSTERDAM,NETHERLANDS - REMBRANDTPORTRET VAN JAN SIX
NL-NH,PEAG,2019-5,AMSTERDAM,NETHERLANDS - REMBRANDTDE ANATOMISSCHE LES VAN DR.NICOLAES TULP
NL-NH,PEAG,2019-6,AMSTERDAM,NETHERLANDS - REMBRANDTHET FEESTMAAL VAN BELSAZAR
NL-NH,PEAG,2023-7,AMSTERDAM,REMBRANDT VAN RIJNDE SCHILDER ZIJN ATELIER
NL-NH,PEAG,2023-8,AMSTERDAM,REMBRANDT VAN RIJNZELFPORTRET
NL-NH,PEAK,2019-1,AMSTERDAM,NETHERLANDS - ROYAL PALACE OF AMSTERDAM
NL-NH,PEAL,2019-1,AMSTERDAM,DE AMSTERDAMSE MUNT
NL-NH,PEAM,2019-1,AMSTERDAM,NETHERLANDS - STATION AMSTERDAM WESTERDOK
NL-NH,PEAN,2019-1,AMSTERDAM,NETHERLANDS - JAAP EDENDUTCH SPORT ICONS
NL-NH,PEAN,2021-2,AMSTERDAM,ANTON GEESINKDUTCH SPORT ICONS
NL-NH,PEAV,2020-1,ZANDVOORT,DUTCH GP - ZANDVOORT
NL-NH,PEBB,2020-1,--,BABY'S EERSTE BANKBILJET
NL-NH,PEBB,2021-1,--,BABY'S EERSTE BANKBILJET
NL-NH,PEBB,2022-2,--,BABY'S EERSTE BANKBILJET
NL-NH,PEBN,2021-1,AMSTERDAM,HERMAN BROODFISHING
NL-NH,PEBN,2021-2,AMSTERDAM,HERMAN BROODCOLD JIVE
NL-NH,PEBN,2023-3,AMSTERDAM,HERMAN BROODTHE INDIAN
NL-NH,PEBN,2023-4,AMSTERDAM,HERMAN BROODSTONEY
NL-NH,PEBR,2022-1,AMSTERDAM,VINCENT VAN GOGHZELFPORTRET MET GRIJZE VILTHOED
NL-NH,PEBR,2022-2,AMSTERDAM,VINCENT VAN GOGHDE STERRENACHT
NL-NH,PEBR,2022-3,AMSTERDAM,VINCENT VAN GOGHZONNEBLOEMEN
NL-NH,PEBR,2022-4,AMSTERDAM,VINCENT VAN GOGHDE SLAAPKAMER
NL-NH,PEBR,2022-5,AMSTERDAM,VINCENT VAN GOGHCAFETERRAS BIJ NACHT
NL-NH,PEBR,2022-6,AMSTERDAM,VINCENT VAN GOGHDE AARDAPPELETERS
NL-NH,PEBR,2023-3,AMSTERDAM,VINCENT VAN GOGHZONNEBLOEMEN
NL-NH,PEBR,2023-7,AMSTERDAM,VINCENT VAN GOGHDE KERK VAN AUVERS
NL-NH,PEBR,2023-8,AMSTERDAM,VINCENT VAN GOGHPORTRET VAN DR. GACHET
NL-NH,PECC,2023-4,WATERLAND,MARKENHET PAARD VAN MARKEN
NL-NH,PECC,2023-5,EGMOND AAN ZEE,EGMONDJ.C.J. VAN SPEIJK
NL-NH,PECE,2023-1,AMSTERDAM,AMSTERDAM WESTERTOREN
NL-NH,PECF,2024-1,AMSTERDAM,FRANS HALSDE VROLIJKE DRINKER
NL-NH,PECF,2024-2,AMSTERDAM,FRANS HALSFEESTMAAL VAN DE OFFICIEREN VAN DE ST.JORISSCHUTTERIJ
NL-NH,PECF,2024-4,AMSTERDAM,FRANS HALSGROEPSPORTRET VAN DE REGENTESSEN VAN HET OUDEMANNENHUIS
NL-NH,PECF,2024-5,HAARLEM,FRANS HALSDE LUITSPELER
NL-NH,PECF,2024-6,HAARLEM,FRANS HALSZIGEUNERMEISJE
NL-NH,PECF,2024-7,HAARLEM,FRANS HALSDE LACHENDE CAVALIER
NL-NH,PECF,2024-8,HAARLEM,FRANS HALSHALLE BABBE
NL-NH,PECH,2024-1,AMSTERDAM,750 AMSTERDAMAMSTERDAM 1272 - 2025 FIRST MAP OF AMSTERDAM
NL-NH,PECH,2024-2,AMSTERDAM,750 AMSTERDAMWAEGH OP DE DAM
NL-NH,PECH,2024-3,AMSTERDAM,750 AMSTERDAMRIJKSMUSEUM
NL-NH,PECH,2025-4,AMSTERDAM,750 AMSTERDAMAMSTELREDAMME
NL-NH,PECH,2025-5A,AMSTERDAM,750 AMSTERDAMHET GELD VAN AMSTERDAM
NL-NH,PECH,2025-5B,AMSTERDAM,750 AMSTERDAMHET GELD VAN AMSTERDAM
NL-NH,PECH,2025-6,AMSTERDAM,750 AMSTERDAMGEZICHT OP NIEUWEZIJDS VOORBURGWAL MET PALEIS
NL-NH,PECH,2025-7,AMSTERDAM,750 AMSTERDAMMAGERE BRUG MET CARRE
NL-NH,PECH,2025-8,AMSTERDAM,750 AMSTERDAMGEZICHT OP HET IJ
NL-NH,PECH,2025-9,AMSTERDAM,750 AMSTERDAMOLYMPISCH STADION 1928
NL-NH,PELH,2024-1,--,LAUREL & HARDY
NL-NH,PENH,2017-1,AMSTERDAM,AMSTERDAMLIMITED EDITION 2017
NL-LI,PEAB,2018-1,MAASTRICHT,MAASTRICHT - MIF 2018
NL-LI,PEAB,2022-2,VALKENBURG,KASTEELRUÏNE VALKENBURG
NL-LI,PEAC,2019-1,VALKENBURG AAN DE GEUL,VALKENBURG AAN DE GEUL - 2019
NL-LI,PEAC,2019-2,VALKENBURG AAN DE GEUL,REMBRANDT VAN RIJN - COMMEMORATIVE YEAR
NL-LI,PEBH,2022-1,MAASTRICHT,30 JAAR VERDRAG VAN MAASTRICHT
NL-LI,PEBH,2022-2,MAASTRICHT,20 YEARS OF THE EURO
NL-LI,PEBH,2024-3,MAASTRICHT,25 JAAR EUROMUNTEN1999 - 2024
NL-LI,PELV,2017-1,MAASTRICHT,MAASTRICHT
NL-OV,PEAA,2019-1,HARDENBERG,SLAGHAREN
NL-UT,PEAE,2025-5,HAARZUILENS,HOLLANDSE WATERLINIESWORLD HERITAGE
NL-UT,PEBT,2022-1,UTRECHT,PAUS ADRIANUS VIADRIAAN FLORISZOON BOEYENS
NL-ZE,PECC,2023-1,WESTKAPELLE,WESTKAPELLEHOGE LICHT
NL-ZE,PECD,2023-1,--,70 JAAR WATERSNOODRAMP1953 - 2023
NL-BQ1,PECA,2022-1,BONAIRE,BONAIREWELCOME TO PARADISE
NO-12,NOAB,2024-1,SOTRA,SOTRA-NOREGSOTRA-NORWAY
OM-MA,MNAB,2021-1,MASCATE,OMAN QABOOS BIN SAID
PE-CUS,PRAA,2019-1,MACHU PICCHU,PERU - MACHU PICCHUWORLD HERITAGE
PL-02,PLAC,2021-2,LEGNICA,780. ROCZNICA BITWY POD LEGNICA
PL-02,PLAP,2025-2,DUSZNIKI-ZDROJ,MUZEUM PAPIERNICTWA W DUSZNIKACH ZDROJU
PL-02,PLAQ,2021-1,WROCLAW,100 LAT MUZEUM POCZTY I TELEKOMUNIKACJI
PL-02,PLAS,2021-1,LEGNICA,MIEDZ LEGNICA
PL-02,PLAT,2021-1,WROCLAW,PANORAMA RACÅAWICKA
PL-02,PLAT,2025-2,WROCLAW,PANORAMA RACÅAWICKA WROCÅAW
PL-02,PLAX,2021-1,SWIDNICA,KOÅCIÓÅ POKOJU W ÅWIDNICY
PL-02,PLAY,2021-1,WROCLAW,75 LAT DOLNOÅLÄSKIEGO ZWIÄZKU PIÅKI NOÅ»
PL-02,PLBB,2021-1,--,MAURYCY BENIOWSKI1746-1786
PL-02,PLBM,2023-1,LEGNICA,POCZET KRÓLÓW I KSIÄÄTNA POCIÄGACH KOLEI DOLNOÅLÄSKICH
PL-02,PLBM,2023-2,LEGNICA,POCZET KRÓLÓW I KSIÄÄTNA POCIÄGACH KOLEI DOLNOÅLÄSKICH
PL-06,PLBH,2022-1,ZAMOSC,AKADEMIA ZAMOJSKA
PL-10,PLAW,2021-1,RADOMSKO,MUZEUM DRUKARSTWA RODZINY KAMIÅSKICH W RADOMSKU
PL-10,PLBD,2022-1,TUSZYN,30. FINAÅ WIELKIEJ ÅWIÄTECZNEJ POMOCY ORKIESTRY
PL-10,PLBD,2022-2,TUSZYN,31. FINAÅ WIELKIEJ ÅWIÄTECZNEJ POMOCY ORKIESTRY
PL-10,PLBT,2025-1,LODZ,LODZPLAC. WOLNOSCI
PL-12,PLAF,2020-1,WADOWICE,100. ROCZNICA URODZIN ÅW. JANA PAWÅA IIWADOWICE - TU WSZYSTKO SIÈ¨ ZACZÈ¨ÅO
PL-12,PLAF,2021-2,WADOWICE,10. ROCZNICA BEATYFIKACJI JANA PAWÅA II
PL-12,PLAF,2024-3,WADOWICE,ÅWIÄTY JAN PAWEÅ II  SAINT JOHN PAUL II
PL-12,PLAG,2020-1,TARNOW,MUZEUM DIECEZJALNE W TARNOWIENAJSTARSZE MUZEUM DIECEZJALNE W POLCE ROK ZAÅ.1888
PL-12,PLAL,2021-1,CRACOVIE,KRAKÓW
PL-12,PLBG,2022-1,--,WESOLEGO ALLELUJA!
PL-12,PLBJ,2022-1,CRACOVIE,JADWIGA ANDEGAWENSKA REGINA POLINIAE
PL-12,PLBR,2024-1,WIELICZKA,KOPALNIA SOLI WIELICZKA SALT MINE
PL-12,PLBR,2025-2,WIELICZKA,KOPALNIA SOLI WIELICZKA SALT MINE
PL-14,PLAH,2020-1,--,WESOÅYCH ÅWIÄT!
PL-14,PLAH,2021-2,--,WESOÅYCH ÅWIÄT!
PL-14,PLAH,2022-3,--,WESOÅYCH ÅWIÄT!
PL-14,PLAH,2023-4,--,WESOÅYCH ÅWIÄT!
PL-14,PLAM,2021-1,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE100. ROCZNICA URODZIN KAZIMIERZA GÓRSKIEGO
PL-14,PLAM,2021-10,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-11,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-2,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-3,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-4,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-5,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-6,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-7,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-8,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2021-9,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2022-12,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2022-13,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2022-14,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
PL-14,PLAM,2022-15,VARSOVIE,MUZEUM SPORTU I TURYSTYKI W WARSZAWIE
